Team,TeamAbbreviation,0
NOT SNP,NSNP,10
NOTHING2LOSE,N2L,50
NOTRAB,MessynNOTB,2
NOTRAB,NOTB,17
NOTRAB,myssenNOTB,1
NOX,NOX,10
NOX Esports,NOX,5
NRG Esports,NRG,625
NSIC,NSIC,50
NTER,NTER,145
NUTURN,NU,285
NVM,NVM,5
NXL LIGAGAME,NXLG,190
NXLG Academy,NXLGA,15
NXP.Aether,NXP,15
Narly Narwhals,Narl,10
Nascent United,Nasc,5
Nasty Ninjas,NN,5
Nation Fan Club,NFC,30
Natural Selection,Natu,5
Natus Vincere,NAVI,130
Naura,Naura,55
Nebula,NEB,265
Nebula ,Nebu,25
Necrotic Esports,Necr,15
Neebs and Weebs,Neeb,10
Need Sponsor,Need,100
Nemesis,Neme,120
Nerd Emoji,Nerd,15
NerdTown eSport,NT,35
Nerdnecks,Nerd,10
Nester,NSR,20
NeverDone,Neve,10
NeverEndingStory,NES,15
New Order,NEO,30
New World,New,20
Newstar,News,15
Nexus Gaming,NG,15
Nexus Gaming,NxS,60
Nezuko Gaming,Nezu,20
Nice Cars,nCars,25
Night Wings Gaming,NWG,10
Nightblood Gaming,Nigh,15
Nigma Galaxy,NGX,25
Nihil,NIH,10
Nine Esport,N9,10
Ninjas in Pyjamas,NIP,470
No Hope Gaming,NHG,40
No Mercy,NM,30
No Org Found,NOF,25
No Pressure,NP,60
No Witness,nW,25
No2B e-Sports ,N2B,15
NoBordeR,NoBo,10
NoKap,NoKa,10
NoNameG0Ds,NoNa,10
NoNamers,NNS,40
NoPoaching,PLS,80
NoPracc,NoPr,5
Noble,NBL,300
Noble Experience,NOX,10
Noble India,Nobl,60
Noir,NOIR,25
Nomads,Noma,5
NongWaen,NW,20
Noobs With Attitude,NWA,10
Not Ready,Not,15
Notick,Noti,55
Novagis Gaming,NVG,85
Novavirtus,Nova,5
Number One Player,NOP,130
O.O.D.A Loopers,O.O.,10
O2 Gaming,O2,65
OBSRV,OBSR,5
ODCINKA V2,v2,5
ODDIK,ODK,10
OG,OG,105
OG Esports,OGE,15
OG4Z,OG4Z,5
OIL,OIL,5
ONIC G,ONIC,125
ONYX Purple,ONYX,10
OOKERS,OOKE,280
ORDER,ORDER,425
OSKARAVELHO,OSKA,20
OWA OWA,OWA,20
Oasis Gaming,OAS,85
Oasis Gaming Aqua,Oasi,40
Obey Alliance,Obey,15
Obstacle,Obst,5
Oddyssey,Oddy,5
OffLimits,OL,10
Offenders,Offe,10
Offlimits,OFF,10
OhMyGirl,OhMy,10
Old Dudes,OD,10
On The Way,OTW,135
One Breath Gaming,OBG,355
Oni Fans,Oni,15
Only One Word,OOW,70
OnlyFriends,Only,25
Onlyfans,Only,15
Onslaught Gaming,OG,20
Opportunists,OPP,205
Orange Borange,OB,10
Org Not Found,Org,20
Organic Gamers,Orga,10
Orgles5,O5,50
Orgless,OG,65
Orgless,ORGL,45
Orgless5,NORG,10
Origin Sky,Orig,15
OtherSide,OS,250
OtherSide Blue,Othe,20
OutRage,OutR,15
Outlaws,Outl,15
Ovation eSports,Ovat,45
OverPalaStrike,OPS,120
Overt,Over,20
Overtime Esports,OTE,30
Oxxgen Esports,OXX,175
Oxygen Esports,OXG,300
Oxygen Supremacy ,O2,15
PACT,PACT,110
PAJACE,PJC,10
PARA LAZIM,PARA,20
PATATERA SQUAD,PS,10
PDHM Gaming,PDHM,10
PEACE,PEAC,235
PENTA,PENT,15
PLATOON,P2N,10
PLATOON Belarus,PB,10
PLAYMAKERS,PLAY,25
PM,PM,10
POISON CLAN,POIS,15
POWER,POWER,25
PROJECT X,PROJ,5
PROJEKT RADIANT,PR,35
PROPARTY,PP,30
PUGSTARS,PUGS,45
PULSAR OLDSTARS,PULS,10
PURPURE,PURP,5
PXL Esports,PXL,5
Palinka,Pali,10
Pana.Rabbit,Pana,10
Pants Down,PD,110
Paper Rex,PRX,670
Paradox Esports,PRDX,195
Paratroops,PARA,10
Party Stool,Part,10
PartyParrots,PP,150
Pass Gaming,PASS,20
Patchwork,PW,15
Peaky Blankers,Peak,5
Peek Performance,Peek,10
Peeposhy,Peep,30
Penguin Sledding,PS,35
Penguins of the night,PoNi,30
Penn State University,PSU,10
PffxD,Pffx,20
Phantom Troupe,PT,20
Phenomenon,Phen,15
Phinance G,PGT,15
Pho Real,Pho,135
Phoenix1,PHX1,145
Physical,PY,10
Pichon Bellaco,Pich,10
Piercer Esports,PER,15
Pigeons Esports,PIGE,65
Pillow,PL,20
Pingu Gang,PG,25
Pioneers,KCP,250
Pirate Nation,Pira,20
Pit Stop,PS,95
Plore Gaming,Plor,5
Pochinki Predators,PP,10
PointAndClick,Poin,5
Polaris,PLR,35
Polaris,Pola,10
Polarity Esports,PE,5
Predestinados,Pred,30
Premier Esports,Prem,10
Pretty Boyz,PBz,55
Pridestark Empire,PsrK,5
Prima Esport,Prim,15
Prinzen von Stuttgart,Prin,10
Prism Esports,PRSM,55
Pro Hub Gaming,Pro,65
Procyon Team,Procyon,75
Prodigy,Prod,225
Professional Malders,Prof,40
Project,Proj,5
Project !,P!,15
Project A,Proj,60
Project D,PD,15
Project S,S,45
Project SW,PSW,75
Project X,PX,10
Project02,Proj,20
Prominence,PRM,10
Prophecy ESC,Prop,15
Prospects,Prospects,95
Proven,Prov,10
Proximity,Prox,5
Pug Gods,Pug,5
Pure,JeckPure,2
Pure,Pure,4
Pure,ayNovaPure,2
Pure,ratePure,2
Purple Cobras,PC,90
PÊEK Gaming,PÊEK,25
QConfirm,QC,35
QLASH,QLSH,20
QLASH Egypt,QLASH,20
QQQ,QQQ,30
QQQ Hasagi,QQQ,10
Qing Jiu Club,Q9,20
Quantum Strikers ,QS,30
Question Mark,QSM,40
Quickmath,Quic,30
R!OT Gaming,R!OT,35
RAIJIN,RAIJ,30
RANK G,RANK,15
RARE Esports,RARE,110
RED Canids,RED,45
RED5,R5,25
REJECT,RC,365
REVIVE,REVI,25
RIFLE CRUTCHERS,RC,10
ROC Team,ROC,10
ROG Academy,ROG,35
ROG Esport,ROG,85
ROX TEAM,ROX,115
RTG eSports,RTG,10
RVNS Esports,RVNS,10
Radiance,RAD,285
Radiant Esports,Radi,10
Rainbow7,Rain,15
RainbowMind,RbM,5
Raise Your Edge,RYE,40
Ranked Stars,RS,20
Rated Gaming,Rate,15
Rating Greatly Decreased,RGD,5
Reality Rift,RR,115
Rebellious Gaming,SANE,10
Rebels Gaming,RBLS,25
Rebirth Esports,RE,10
Rebirth Esports,Rebi,30
Reborn,Rebo,10
Reckless Lads,RL,20
Reckoning Esports,RGE,55
Recon 5,Reco,30
Redragon,Redr,45
Redteam Esport,Redt,5
Reformados,RM,10
Reformed,RFD,100
Regal E-Sports,Rega,10
Regnum Carya Esports,REG,100
Reject$,R$,90
Renatus Black,RTS,25
Renatus White,RTS,45
Renegades,RNG,1170
Resonate,RESO,250
Resurgence,Resu,20
Retake,Reta,10
Reven Esports,Reve,65
RevoadaVLR,Revo,45
Revolution,oveR,35
Rex Regum Qeon,RRQ,90
Rexpect eSports,Rexp,10
Rhyno Esports,Rhyn,30
Rice Burrito,Rice,10
Rio Company,RIO,20
RipNTear,RNT,115
Rise,Rise,585
Rise Gaming,Rise,155
Rix.GG,RixGG,115
Rix.GG Lightning,RIX,140
Rix.GG Thunder,RIX,255
Rock Bottom,RB,65
Rodelindo Roman esports,Rode,15
Roosters,ROO,65
Rose,Rose,10
Rover,Rove,15
Royal Never Give Up,RNG,15
Royals,Roya,35
Rugrats,Rugr,40
Rugratz,RUG,25
RunDownMid,RunD,5
Running Dogs,Runn,10
Ryze Gaming,Ryze,75
S2K,S2K,10
S2V Esports,S2V,35
S8UL Esports,S8UL,35
SALOH,SALO,10
SAW,SAW,185
SBTC Esports,SBTC,60
SCARZ,SZ,195
SCYTES Esports,SCYT,10
SE ATLAS,SE,50
SEMORGAINDA,SEMO,5
SETOUCHI ENLIFE,STCE,30
SHORTYKINGS,SK,10
SKADE,SKD,45
SLAMMING GEARS,SG,20
SLICK,SLK,185
SLU Esports,SLU,10
SMARACIS eSports,SES,90
SMARACIS eSports Female,SES,115
SOR,SOR,45
SPARX Esports,SPAR,25
SPEAR GAMING,SPG,60
SR KADILIMAN,KDM,5
STAGA,STAGA,70
STELLAR,STEL,5
STORM,STOR,10
STR99,STR99,40
STREET SHARKS,STRE,5
SUMMIT's 탁아소,SsT,10
SUMN FC,SUMN,165
SUPER SQUAD,SUPE,55
SUPERFLY,SF,15
SUPRMODE Gaming,SUPR,80
SUS SquaD,SUS,15
SV Empire,SV,60
Saber,Sabe,10
Sac State Hornets,Sac,20
Sailor Scouts,SS,15
Saints,Sain,10
Sakura Storm,SS,80
Salt Esports,SALT,100
Salt and Vinegar,Salt,10
Samurai Esports,SE,60
Sanctity,Sanc,10
Sandwich Eaters 40,Sand,15
Sangal Esports,SE,115
Santiago Wanderers,SW,20
Santino,Sant,5
Sausage Party,SP,10
Saviors,SAV,10
Sbread Gaming,Sbre,45
Schat'z,Scha,10
Seal Team 6,SEAL6,30
Second Wind,SW,35
Sedated,Seda,70
Seeker,SEEK,10
Seeker Esports,SEEK,10
Sekai,Seka,40
Sengoku Gaming,SGG,110
Seniman Grooming,S8v,35
Sentinels,SEN,950
SeolHaeOne Prince,SP,25
Serenity,SRN,250
Serenity Black,SRN,95
Serenity Purple,SRN.P,10
Sewercats,Sewe,20
Shadow Life,SL,10
Shadownet,SN,110
ShadowzGG V2,Shad,5
ShanXi Gaming,SXG,75
ShanXi Gaming Girls,SXG,10
Sharks Esports,SHK,175
Sharper Esport,SP,375
Shaverma,Shav,10
Shawty Gamin',Shaw,15
Shi Shui Wen,SSW,15
Shiba,Shib,85
Shidiots,SHID,30
ShikouKouketsu,SK,30
Shingeki No Kyojin,Shin,10
Shopify Rebellion,SR,205
Showstoppers,Show,25
Sicko Mode,Sick,20
SimpleMinecraftPlayers,Simp,15
Simplicity Gaming,SG,10
Six Karma,6K,135
Sk8tr Boyz,Sk8,10
Slimy Boogermen,SLMY,270
Sneaker Daily Meloner,SDM,5
Snowmen,SNOW,10
SoaR,SoaR,410
Soabh,SB,5
Socks Up,Sock,5
Socks up Nyx,Sock,35
Somalia,Soma,10
Somnium Esports,SNM,25
Soniqs,SQ,680
Souldazz,Soul,55
South Built Esports,SBE,130
Space Bound,Spac,5
Spacestation Gaming,SSG,215
Spain+China+Africa,Spai,10
Spain.dll,ES,10
Spanish Leftovers,Span,10
Spectral,Spec,10
Spectral Esports Blue,Spec,20
Spectral Esports Purple,Spec,20
Spot Up,SUP,230
Spotlight,SPL,65
Sprayz Gaming,SzG,20
Squad5,S5,45
Squirtle Squad,Squi,210
Stampede Gaming,Stam,85
Stars,Star,15
Stars Horizon,SH,65
Stars Horizon Fem,SH,50
Stars Horizon Vênus,SHV,25
StartedFromCS,SFCS,35
Steal Your Glory,SYG,105
Stealth,Stea,10
Steel Tactics,ST,5
Storks Phalanx,SPX,40
Straight Outta The Zoo,SOTZ,255
Stunned5,S5,10
Stuverance Esport,Stuv,10
Sum 2 Prove,S2P,45
SunSister Rapid,SS-R,50
SunSparks,SS,40
Suning Gaming,SN,105
Super Weenie Hut Jr's,Supe,5
SuperMassive Blaze,SMB,195
SuperStars,Supe,15
Superdomineering,S.D,5
Supermassive Blaze Female,SMBF,150
Supremacy Gaming,SG,10
Suradech Gaming,SDG,10
Surreal Esports,Surr,55
Swag Silicone,SS,40
SwayGG,Sway,10
Synergy,SYN,30
Synergy Esports,Syne,10
T1,T1,530
T1 Academy,T1A,45
T1 Korea,T1KR,80
T69,T69,90
TC Arise,ARS,25
TENSTAR,TEN,205
TENSTAR Nova,TEN,185
TERROR.NET,TERROR,85
TERROR.NET,TNET,80
TGPA,TGPA,10
TGS aXe,TGS,30
THANATOS,THAN,5
THE FIVE EMPERORS,THE,10
THE ORIGINALS,ORG,30
THE SHABLES,SBL,10
THE START W,TSW,20
THEX,THEX,25
THOSE GUYS,TG,45
TIMETOPLAY,TTP,5
TLP Monkies,TLP.M,35
TNL Esports,TNL,205
TOOOLS esports,TOOOLS,50
TRAITORS,TTS,30
TRAMPET,TRAM,40
TREMBALA,TREM,10
TSM,TSM,860
TSM Academy,TSM.A,165
TSM X,TSM.X,135
TTSH,TTSH,5
TUBEPLE Gaming,TBP,130
TYPHOONS,TFN,25
Table for 5,Tabl,10
Take Flyte,TF,140
Take Flyte,Take,30
Take It Easy,TIE,15
Tale Quale,TQL,60
Tales of Eastern,TOE,255
Tarren Mill,TM,65
TauCeti,TCE,10
Teal Seam,TS,390
Team 28,28,15
Team 2D,2D,90
Team 600,600,75
Team 7AM,7AM,5
Team 7AM,Team,10
Team Ancients Female,Team,10
Team Arrow,Arrow,45
Team AsLanM4shadoW,AsLan,25
Team Aurora,AUR,80
Team BDS,BDS,140
Team BELEAGUERS,Team,10
Team Bachara,Team,10
Team Basilisk,TB,590
Team Big BAAM,BAAM,70
Team Bliss,BLISS,410
Team CIS,CIS,35
Team Capalot,CAP,15
Team Clutch_Fii,CLU,15
Team Cohesion,Team,20
Team DACH,DACH,15
Team Davidp,Dp,10
Team Demiral Esports,M28,5
Team Doggo,TD,15
Team Duelist,Duel,20
Team ETT,Team,5
Team Eastern Europe,EE,25
Team Empire ,Empire,100
Team Exploit,TE,160
Team FANGS,FNG,10
Team Fearoth,Fear,5
Team Fight,TF,10
Team Finest,FNST,450
Team Finest Female,FNST.F,15
Team Flux,FLUX,25
Team Focus,Team,10
Team France,FR,25
Team Front,TF,10
Team Galaga,GG,20
Team Heretics,TH,420
Team HyP,HyP,5
Team Impakt,IMP,5
Team Influencer,Team,15
Team Invictus (India),INV,10
Team Italy,IT,15
Team Jbzz,Jbzz,30
Team Kephrii,TKE,40
Team Korea,KR,10
Team LZ,LZ,20
Team Launch,LAUNCH,75
Team Liquid,TL,465
Team Lixa,Lixa,25
Team Lothar,LOT,5
Team LuZi,Team,15
Team Majesty,Majesty,140
Team Mang0,Mang0,40
Team Mendo,MND,10
Team Mixwell,Team,40
Team Moon,Team,25
Team Mystic,TM,10
Team NAME,Team,30
Team Name,TN,40
Team Name,Team,30
Team NoM,NoM,10
Team NoX,NoX,10
Team ONSCREEN,ONSC,5
Team Owl,OWL,45
Team PAGO3,Team,5
Team Plague,Team,5
Team Poland,PL,10
Team Punished,Team,25
Team Queso,TQ,205
Team Questionmark,TQM,10
Team Quitooo,Team,15
Team RA'AD,RAAD,175
Team Reapers,Team,5
Team Reckaroo,Team,140
Team Rocket,RCKT,10
Team Rocket,Team,25
Team Roquette,Team,25
Team SGD,SGD,25
Team SHIFT,SHIFT,25
Team SMG,SMG,610
Team Samurai,TS,20
Team Secret,TS,120
Team Sh0ts,STS,10
Team Singapore,SG,10
Team Singularity,SNG,295
Team Singularity Female,SNG,60
Team Solaaaa,SOL,5
Team Spain,ES,15
Team Spectralis,Spectralis,15
Team Tamilas,Tam,15
Team Tixinha,Team,10
Team Toxic,TT,45
Team Turkey,TR,15
Team UK,UK,5
Team Underrated,UR,15
Team Untold,UNT,30
Team Up,Team,20
Team Valkia,VLK,5
Team Valor,VL,155
Team Vikings,VKS,255
Team Vitality,VIT,285
Team Volted,TeVo,55
Team Weibo,Weibo,160
Team White,TW,25
Team X,X,15
Team XO,XO,225
Team YamatoN,YMT,15
Team Z,Z,15
Team Zerator,ZER,5
Team Zerator ,TZ,15
Team ardiis,ardiis,10
Team blackelespanolito,BLA,15
Team cNed,cNed,15
Team draken,Team,25
Team kennymcc,KEN,15
Team nookyyy,nkyy,5
Team oNe,oNe,135
Team sabagod2,SAB,15
Team vakk,vakk,10
Team wtcN,WTC,5
Team123,Team,20
Team666,Team,10
Tek Gaming,Tek,65
Temp name,Temp,5
TempesT,TMP,25
Terminate Esports,Term,10
Thailand Attitude,Thai,15
Thane Peek,Than,15
Thatoc Esports,TE,5
The Box by Infinity Area,TBOX,5
The Boys,TB,20
The Clappening,Clap,30
The First Order,TFO,55
The Future,The,15
The Goose House,TGH,40
The Guard,GRD,10
The Infinity Esports,INF,20
The Kor Kors,The,10
The Mafia,The,200
The Mafias EAID,The,5
The Mandalorian,MAN,10
The Meaps,MEAP,50
The Panic Team,The,5
The Silk Road,SILK,15
The Stream Team,TST,10
The Unfortunate Five,The,20
TheDuckArmy,TheD,10
Third Impact,TI,155
Thrifty,Thri,5
Thunderbolts Gaming,TBG,175
TiAMAT,TiA,30
Tiimu Sagashitemasu,TS,20
Tilted,TILT,75
Time In,TI,205
Time Out,TO,85
Timing Monster Gaming,TMG,75
Titan Esports,Tita,5
Todak,TODAK,300
TooManyQuestions,TMQ,65
TopHard Esports,TH,10
Totem Providence,TTM,30
Totoro Gaming,Totoro,205
TradeLikePros,TLP,108
TradeLikePros,뽕TLP,2
TradeLikePros Gold,TLPG,40
TradeLikePros Red,TLPR,30
Trident Clan,TC,15
Trident Esports,TRIDENT,40
Tropa Suprema,TS,10
Tropa Suprema,Trop,5
Tropinha do TIKTOK,Trop,15
Trouble Makers,TM,15
True Rippers,TR,100
Try eSports,Try,10
Turgutlu Belediyesi Esports Ladies,Turg,5
Twin Esports,Twin,15
Typhoon,TP,45
Tyrant Esports,TYR,65
UBITEAM,UBI,20
UCAM Esports Club,UCAM,295
UCF Valorant,UCF,10
UCFC Esports,UCE,15
ULVL,ULVL,5
US Army Esports,USAE,10
UYU,UYU,45
UnSigned,UnSi,45
Unbind Crouch,Unbi,60
Undead Gaming,Unde,15
UnderDogs Gaming,Unde,10
Underdog,Unde,80
Unity Esports,Unit,30
Unknown,UK,30
Unranked,Unra,10
Unsigned Losers,UL,10
Unsold Stuff Gaming,USG,5
Up For Sale,UFS,5
UwU,UwU,100
VAC Kimchi,VAC,55
VASTA Gaming,VASTA,60
VCTRY Esports,VCTRY,25
VECA,VECA,10
VERTEX,VRTX,50
VESPA,VESP,10
VETERANOS e-Sports,VE,10
VIIIJNIIIIIIIIIIIIIIIIII,VIII,5
VIMDOLOL,VIMD,60
VIRTUOSO,VRT,440
VISU Gaming,VISU,40
VLT Asteria,VLT,45
VVS,VVS,5
VVV,VVV,50
VZN,VZN,10
Vacuumers,Vacu,30
Valkyrie,VALK,5
Valorando,Valo,40
ValorsGG,Valo,25
Valstars Gaming Female,Vals,75
Vammo E-Sports,Vamm,20
Vandal Only,VAND,10
Vela Gaming,Vela,10
Velocity Gaming,VLT,585
Velox,VLX,55
Vendetta,VEN,5
Vengeance,VNG,70
Version1,V1,315
VersionX,VX,35
Vertexo,VTX,5
Vertical Seven Esports,Vert,10
Vexed Gaming,Vexed,10
Vietnamese Curry,Viet,15
Vieux Touristes,Vieu,10
Villainous,VIL,30
Villains Esports,VLN,105
Vincit Gaming,Vinc,20
Virtue Gaming,VTRG,10
Vorax,Vora,60
Vorpal Sword,Vorp,5
W Key,W,10
WALTEM Gaming,WALT,30
WATEr,WATE,20
WAY Esports,WAY,45
WICKED,WICK,25
WOLFPACK,WP,10
Waifu Warriors,Waif,15
Walküre,WKR,30
Wanderers Esports,SWE,40
Wanderlust,Wand,40
Want It Gaming,Want,5
WanteD,WTD,5
Warriors,Warr,15
Warthox Esport,Warthox,20
Washed Players,Wash,5
Washington Muscle,Wash,20
Watch This,Watc,10
Water,WT,25
Waterbottle,WB,10
Wave Academy,WA,10
Wave Esports,WAVE,300
Waverunners,WR,10
Waverunners,Wave,25
Way 2 French,W2F,70
We Raise Blame,WR,10
Weird Esports,WEIRD,5
Western Bulls,WSB,5
What's going on,What,10
Wheels,Whee,15
White Lotus,WL,10
WiLD MultiGaming,WiLD,100
Wichita Wolves,WW,10
Wildcard Gaming,WC,280
Windstorm,Wind,15
Winfinity,WFNT,65
With the boiz,WTB,45
Wizards Club,WIZ,50
Wolfpack,Wolf,10
Wolves of Hell,Wolves,10
Wombocombo Team,WOMB,15
World Game Star,WGS,150
Worst Players,WP,75
Wulf Esports,Wulf,20
Wygers,WYG,130
Wygers Argentina,Wygers,180
Wyvern,Wyve,5
X10 CRIT,X10C,300
XIAO,XIAO,20
XSET,XSET,520
XSET Female,XSET,30
XTZ Esports,XTZ,85
XcN Gaming,XcN,175
Xplicit,Xpli,10
Y10.5,105,25
YAMAGAN,YMG,80
YAZDA,YA,35
YFP Gaming,YFP,230
YMG,YMG,10
YUMPERIGO,YUMP,5
YaLLa Esports,YaLLa,70
Yellow Submarines,Yell,10
Yendez,YZ,130
Yes mies,Yes,5
Young&Old,Youn,10
YoungTalents,Youn,5
YourBunnyWrote,Your,5
Z11,Z11,20
ZAM+4,ZAM+,10
ZEITGEIST,ZEIT,20
ZEN ONI,ZEN,20
ZENITH,ZTH,10
ZEROZONE,ZØ,20
ZETA DIVISION,ZETA,105
ZFGaming,ZFG,80
ZHUQUE,ZHUQ,30
ZaPs Clan,ZaPs,5
Zanga7,Zang,10
Zeal Esports,ZLS,80
Zealous,Zeal,35
Zelos,Zelo,10
Zero MarksMen,ZMM,110
Zero MarksMen Black,ZMM.B,75
Zero MarksMen Silver,ZMM.S,30
Zero Synergy,ZS,40
Zero Zone,ZZ,140
Zero Zone W,Zero,80
Zeta Gaming,Zeta,5
Zeusaberz Esports,Zeus,5
Zwan Gaming,Zwan,20
ZyppanGoKill,ZGK,15
aNg DarkHorse,aNg,75
aaaa,aaaa,15
afterMath Esports,afte,60
ahq e-Sports Club,ahq,145
aim hor$e,aim,10
alltheRAGE,atR,75
animel,anim,50
anythinglajustput,anyt,15
asdf,asdf,10
aspyxia,XIA,20
avg25iq,25iq,10
bTitans,bTit,5
badcovid,badc,10
beastcoast,bc,290
bonk,bonk,135
breadHUNTERS,brea,25
bref,bref,55
calclub-p,calc,15
ciszej,hu1,65
clownz,clow,5
corgi,corg,5
cowana Gaming,CG,15
cute fat boys,cute,15
dATHITANS ,dATH,10
deathwish,deat,10
devils.one,devi,40
down bad,db,40
eMonkeyz Club,EMZ,10
eRa Eternity,eRa,5
eStar Gaming,eStar,5
eSuba,ES,205
eUnited,eU,125
eXiLe Academy,eXiL,15
eXiLe eSports,eXiLe,35
ehehxd,xd,130
euphoria,euph,15
ex-AING MAUNG Esports,ex-A,25
ex-EXO Clan,ex-EXO,50
ex-FLICKBAITERS,ex-FB,150
ex-FULL SENSE,ex-F,105
ex-Five Ace e-Sports,ex-F,90
ex-Giants Gaming,ex-G,225
ex-Limit,ex-L,85
ex-O2 Gaming,ex-O,50
ex-Phoenix1,xP1,15
ex-Ravens Esports Club,ex-R,15
ex-Reckless Lads,ex-R,30
ex-Recon 5,ex-R5,55
ex-Reveur/Team Phenix,ex-R,5
ex-SV Empire,ex-S,55
ex-Serenity,ex-S,60
ex-Serenity Black,ex-S,165
ex-Team Bliss,ex-T,5
ex-Thailand Attitude,ex-T,10
ex-Timing Monster Gaming,EXT,20
ez5,ez5,170
fReya,fR,10
fastmix,fast,10
favela aimers,fave,40
fiVe,fiVe,5
fish123,123,90
flawless,flaw,115
forZe,forZ,500
fostercare,FC,20
fully,full,10
h$666,h$66,5
hREDS,hRED,30
iNSIGNED,iNSI,10
iPon Esport,iPon,250
iXA,iXA,5
illusioń!,Illsn,15
instalocked,IL,45
jaba,jaba,15
keepYOURskill,ky5,55
komand04ka,kom4ka,30
leões da Ranked,ldR,10
looking4org,L4O,25
lvlUP,lvlU,10
mSpaz,mSpa,15
mens)),mens,10
mercenaries,MERC,5
mhm,mhm,10
mixenergy,mixe,10
need more DM,nmDM,225
nevermindgg,nvm,15
noFEAR,nF,10
nolpenki,0.5,155
notbuiltdif,notb,10
novidades em breve,novi,5
oFby,oFby,10
onemoretime,onem,25
oogabooga,ooga,10
paiN Gaming,paiN,150
paroXysme,paro,10
peanutz,pNutz,20
pepecool,pepe,10
playzone,pz,40
project_kr,PK,10
qz,qz,10
random5,r5,10
rice and meatballs,R&MB,10
roughtimes,RT,5
sameROFLMAO,same,10
sas elle,sauce,20
seeker,seek,70
shiba n the homies,SHB,20
slime slats,slim,10
spongebob squarepants,spon,25
swag and friends,swag,15
tAfz,tAfz,5
tba,tba,40
team cotch,team,10
team xz,XZ,10
that cool team,cool,5
the boomzers,boom,10
thunderPEEK,thun,10
tiobarão,tiob,5
together we are terrific,Terrific,35
top500 and dog,top5,10
trying to win,tryi,15
tryouts,tryo,10
tyeasy,TYE,140
unjobbed,unjo,70
unnamed,unna,50
unsigned,unsi,180
vanished,vani,40
volei e peteca,vole,15
volvo peek,VPK,15
wafflemakers,waff,15
wasd fan club,wasd,15
wicket berg,WB,30
zTitans,zTit,5
zazemlenie,zaze,20
zesty's money crew,zest,10
ÉPEGADINHA,ÉPE,15
Øutsiders,Øut,5
İstanbul Wildcats,IW,225
świeca,świ,15
레.스.고,레.,5
이사가자,이사가자,15
